Group,x,y,t,s,Reply,Gender
S,-0.53213157995237,-7.6053094079743,0,0,Disagree,Female
P,-19.758835960999,593.23150391608,0,1,Disagree,Male
P,-4.5664441848949,254.43821154509,0,1,Disagree,Male
P,14.700401939312,156.59705708343,0,1,Disagree,Male
R,-13.386080710397,219.18726403135,0,1,Disagree,Male
S,-1.6521820568723,-111.73773784178,0,1,Disagree,Male
R,-16.11976121977,554.25393219211,0,1,Disagree,Male
Q,6.5794679390171,-205.32687626981,0,1,Disagree,Male
S,6.3926909246448,-54.341733601103,0,0,Disagree,Female
S,-28.525795796665,-209.39647410689,1,1,Agree,Male
R,-11.701724275342,522.07377851478,0,0,Disagree,Female
R,43.307465980904,49.602405874805,0,1,Disagree,Male
P,27.014797258198,-98.332137331987,0,1,Disagree,Male
P,-0.94730156890456,120.86711847031,0,1,Disagree,Male
P,5.3756567055246,37.242154573203,0,1,Disagree,Male
S,-16.684944196457,24.830977960877,1,0,Agree,Female
Q,10.416133586511,40.83176954269,0,1,Disagree,Male
S,-38.065298124713,165.94474712943,0,0,Disagree,Female
P,0.25689225562704,205.07527476646,0,0,Disagree,Female
Q,-14.113570772164,-227.96172278792,0,1,Disagree,Male
R,-5.3793483918437,499.9027812378,0,0,Disagree,Female
S,14.796848312857,-157.547748965,1,0,Agree,Female
R,-38.114317856317,354.32703051359,1,1,Agree,Male
P,4.6534242954354,215.89554000688,0,1,Disagree,Male
R,18.591412881199,53.078528643157,0,0,Disagree,Female
P,-2.6867859380724,242.62404674088,0,0,Disagree,Female
Q,-10.745016765196,67.927853920929,0,0,Disagree,Female
Q,-5.1904048375741,-94.154892663078,0,1,Disagree,Male
S,-26.602998927516,-69.849063209188,1,0,Agree,Female
S,4.1999311764724,-139.21544279215,0,0,Disagree,Female
Q,-5.261445760383,-100.22687093784,0,1,Disagree,Male
R,-7.9641454298814,281.11358842306,0,1,Disagree,Male
P,-7.2896311894477,199.80450482797,0,0,Disagree,Female
P,20.839555213153,182.60283911023,0,1,Disagree,Male
S,-11.974619172502,55.777683758073,0,1,Disagree,Male
Q,-7.4593804317803,-50.785652212699,0,0,Disagree,Female
R,30.913016576279,-59.122841116564,0,0,Disagree,Female
P,-5.7445734859186,368.07817938415,0,1,Disagree,Male
R,0.14632530377541,241.24136936816,1,1,Agree,Male
R,11.813919646113,-2.3111920823861,0,0,Disagree,Female
P,25.927850675736,-107.9617724954,0,1,Disagree,Male
P,19.766216286815,356.43517405793,0,0,Disagree,Female
R,44.364339300135,-222.57401102436,0,0,Disagree,Female
P,6.2421220206852,130.46015973923,0,0,Disagree,Female
P,11.16803529587,114.89897546819,0,0,Disagree,Female
Q,-6.4999951233622,-19.144242093034,0,0,Disagree,Female
S,-25.727041626222,46.103550720077,0,1,Disagree,Male
Q,-15.647901738364,-314.21191955135,0,1,Disagree,Male
S,23.720955490936,8.6513588096254,1,1,Agree,Male
Q,-34.964139329253,-138.20422886275,0,1,Disagree,Male
S,6.6364002691751,301.67751837507,0,1,Disagree,Male
R,19.010963079525,203.5720038887,0,0,Disagree,Female
P,9.0391009347695,156.90907348968,0,1,Disagree,Male
S,-30.469322928446,-122.87615784019,1,1,Agree,Male
R,-10.265558968887,384.53707734707,0,1,Disagree,Male
Q,11.101678829688,-81.350518837734,0,1,Disagree,Male
Q,-14.043565240243,18.174684648018,0,1,Disagree,Male
R,19.787189479353,141.08666355213,0,0,Disagree,Female
S,-0.67167599483937,-113.64859049192,1,0,Agree,Female
Q,-5.0857703965557,-132.85317088564,0,1,Disagree,Male
P,9.4910253283992,154.8511107405,0,1,Disagree,Male
P,19.144442521569,152.84393596828,0,0,Disagree,Female
P,-2.3184069908775,203.26026577887,0,1,Disagree,Male
P,-6.4096908221998,72.603998401949,0,0,Disagree,Female
S,-18.462109948724,-261.85811018565,0,0,Disagree,Female
Q,-12.674913079326,-259.29296567957,0,1,Disagree,Male
R,1.3211148038139,209.63843419572,0,1,Disagree,Male
R,-0.821863219059,261.07320154508,0,1,Disagree,Male
P,2.7496215988647,35.392636009675,0,1,Disagree,Male
S,-55.000722962432,-64.420551741692,0,0,Disagree,Female
Q,-18.905841914893,7.7149412029958,0,1,Disagree,Male
R,3.9304387014967,86.003389956431,0,1,Disagree,Male
Q,-18.192574032672,59.527124082915,0,0,Disagree,Female
P,25.103589275434,96.626755055798,0,0,Disagree,Female
S,-31.421290325663,-234.81126649622,0,0,Disagree,Female
R,-1.5980074902056,178.73508021083,0,1,Disagree,Male
P,3.2347888589067,153.26117984404,0,0,Disagree,Female
Q,-3.910302997525,-310.0645309496,0,0,Disagree,Female
P,-4.6906970728611,222.61392222141,0,0,Disagree,Female
R,-32.456144292586,430.94636045813,0,1,Disagree,Male
R,8.8758043366837,37.206629545058,0,1,Disagree,Male
S,-3.5449991172855,167.97317304554,0,1,Disagree,Male
P,0.055865964878286,226.20504501332,0,1,Disagree,Male
P,17.454160987611,70.7285897507,0,1,Disagree,Male
S,-36.063502868667,92.057219801497,0,0,Disagree,Female
R,-34.922291859017,538.38545179292,0,1,Disagree,Male
R,0.08774112308758,193.03559557583,0,1,Disagree,Male
P,11.748072314424,84.015390807304,0,0,Disagree,Female
Q,3.9405901743754,-151.63061408355,0,0,Disagree,Female
P,13.509608538127,303.31403986472,0,0,Disagree,Female
P,5.0912789921701,90.236645985971,0,0,Disagree,Female
P,17.980870020101,-9.2033936568552,0,1,Disagree,Male
S,-54.110932281292,-68.215454364296,0,1,Disagree,Male
S,-14.84930872817,-234.48482180223,1,0,Agree,Female
Q,-20.756752151883,-115.24256572325,0,0,Disagree,Female
Q,3.0292275436359,-266.38509232802,1,1,Agree,Male
S,-6.0892907465293,93.823610235855,0,0,Disagree,Female
P,4.469669751576,186.43731183439,0,0,Disagree,Female
S,14.248662211582,77.762646521331,0,0,Disagree,Female
P,11.142998134318,-12.721831532066,0,0,Disagree,Female
P,-3.4794171501321,167.71815944124,0,0,Disagree,Female
P,9.9259315784676,-10.560848156717,0,1,Disagree,Male
R,63.161986223497,7.3483020511216,0,0,Disagree,Female
R,18.197453024423,182.511326927,0,0,Disagree,Female
Q,-12.990642718501,-258.30343583939,0,0,Disagree,Female
P,12.41067442969,-101.50991062006,0,1,Disagree,Male
Q,-2.7831606337722,-125.27360590374,0,0,Disagree,Female
Q,1.723157612478,8.1405914989954,0,1,Disagree,Male
Q,-13.219181283479,-135.67434333482,0,1,Disagree,Male
R,-50.291716523139,732.14872106917,0,0,Disagree,Female
P,32.423300365649,36.708234139582,0,1,Disagree,Male
P,14.074507472606,70.025598325313,0,0,Disagree,Female
R,-15.260669117915,546.37873111497,0,0,Disagree,Female
Q,-0.7005526589698,-40.732336426029,0,0,Disagree,Female
Q,-4.789014029684,-464.89721256955,0,1,Disagree,Male
P,3.6916714569981,192.15642947106,0,0,Disagree,Female
S,-24.433483515602,-125.71394642057,0,0,Disagree,Female
R,16.459494905295,374.62320088997,0,0,Disagree,Female
R,0.5936402909428,93.335382058907,0,0,Disagree,Female
Q,12.696661865663,119.84345048705,0,1,Disagree,Male
R,33.355342676097,16.824896882672,0,0,Disagree,Female
P,-1.8951091058064,189.71394476235,0,1,Disagree,Male
S,-47.052980634409,154.53181208509,0,1,Disagree,Male
P,5.6160470902063,31.750151122338,0,1,Disagree,Male
Q,3.4326296534541,-138.60904810373,0,1,Disagree,Male
P,-2.92049011305,623.00306901243,0,1,Disagree,Male
Q,0.81468651574789,-229.95012004811,0,0,Disagree,Female
P,12.338458283496,178.17373100816,0,0,Disagree,Female
R,55.837759158033,93.683888475264,0,1,Disagree,Male
S,-13.971600869192,-208.78297707382,0,0,Disagree,Female
Q,1.3704671027933,-95.448618463449,0,1,Disagree,Male
Q,-22.844273555486,89.922751700935,0,0,Disagree,Female
P,5.7537379277655,151.46667377859,0,0,Disagree,Female
S,-20.905583071478,-92.708107062945,0,1,Disagree,Male
R,24.933088334246,174.84709882776,0,0,Disagree,Female
S,-4.2446114114693,-88.269587474069,0,1,Disagree,Male
R,-27.507241857474,527.39832475567,0,1,Disagree,Male
S,-9.5486781664885,-176.65144939285,0,0,Disagree,Female
Q,-0.86055038583491,-286.15521982552,0,1,Disagree,Male
R,18.052076024493,219.64479905909,0,0,Disagree,Female
Q,1.3505724972815,-185.32371042032,0,1,Disagree,Male
S,-18.480967329573,100.20604039366,0,0,Disagree,Female
S,-35.043709717246,88.891551419576,0,1,Disagree,Male
Q,-6.4693639750915,40.790258237063,0,0,Disagree,Female
R,2.8824429213453,318.51683321247,0,0,Disagree,Female
Q,-1.131644568933,-222.51350653894,0,0,Disagree,Female
R,1.6899251233274,242.7831873767,0,1,Disagree,Male
S,1.7770782843125,-0.72190662693325,0,0,Disagree,Female
S,6.6703402533523,15.357558602168,1,1,Agree,Male
S,-16.976352438785,-284.64900972538,1,1,Agree,Male
R,-10.023727790929,266.05508545602,0,0,Disagree,Female
R,-21.611709797108,349.83095570366,0,0,Disagree,Female
S,-5.1237909929472,105.88484440273,1,1,Agree,Male
R,3.5041107146554,274.92877971517,0,0,Disagree,Female
Q,-16.527047564521,-105.34824562927,0,1,Disagree,Male
P,-10.419884073744,269.69773701145,0,1,Disagree,Male
R,30.795642872246,250.41780630519,0,1,Disagree,Male
Q,3.0671924208604,-172.93221217204,0,1,Disagree,Male
P,16.154258261041,-29.458238270347,0,0,Disagree,Female
P,26.539225064003,-197.63643538702,0,1,Disagree,Male
S,-6.4255279006555,-68.743648964327,1,0,Agree,Female
R,-19.370380226695,272.7941361539,0,1,Disagree,Male
Q,-0.29892434147136,-10.663706478506,0,0,Disagree,Female
P,11.074268793256,-152.34782435808,0,1,Disagree,Male
P,22.096912196417,-110.14950616525,0,0,Disagree,Female
R,-15.628536640959,451.81850489221,0,1,Disagree,Male
Q,0.12194712046625,27.790582016479,0,0,Disagree,Female
R,1.0284680724277,389.60379788075,0,0,Disagree,Female
Q,2.6790558098252,-53.90351008759,0,0,Disagree,Female
S,3.7137148504675,-41.04562349573,1,1,Agree,Male
S,15.932674540175,-150.04845365046,0,0,Disagree,Female
P,16.167241555251,113.83118973525,0,1,Disagree,Male
P,-25.827062359465,598.95182296818,0,0,Disagree,Female
S,-27.182442018847,230.32212276306,0,1,Disagree,Male
P,0.25431100803162,151.40624369327,0,1,Disagree,Male
S,-20.260656817006,15.281513022856,1,0,Agree,Female
R,-8.0877658450453,218.73645472654,0,0,Disagree,Female
Q,-27.361593217292,-185.9663580614,0,0,Disagree,Female
P,14.442262378727,93.014801385819,0,1,Disagree,Male
S,28.08503802404,-276.06559472907,1,1,Agree,Male
Q,-12.318243950754,-111.74575662741,0,0,Disagree,Female
P,-6.3003979759758,531.23262001026,0,1,Disagree,Male
P,-3.4059136823779,135.42314120122,0,1,Disagree,Male
P,24.745353147735,-169.91491616467,0,1,Disagree,Male
S,-13.362858462316,-289.67117772236,0,0,Disagree,Female
S,-21.653126756499,-216.23885894671,0,0,Disagree,Female
P,-6.7084725362754,399.84060100971,0,0,Disagree,Female
Q,-14.609409718127,-15.325381697307,0,1,Disagree,Male
Q,-3.6696759935793,-289.09387226128,0,1,Disagree,Male
S,10.912065567408,-187.01509413077,1,1,Agree,Male
Q,0.44354860691519,-37.407327707115,0,0,Disagree,Female
R,37.010366927837,-215.36073976539,0,1,Disagree,Male
R,25.268239570906,41.452812147072,0,0,Disagree,Female
P,7.3258769956072,72.756254923416,0,1,Disagree,Male
R,-12.768035869006,808.41739693024,0,0,Disagree,Female
R,-1.4837875051814,381.04795160659,0,1,Disagree,Male
S,-24.883491947727,-182.6726352203,0,0,Disagree,Female
S,-5.3799289606418,-72.393077848662,0,0,Disagree,Female
R,-13.635246235242,305.83693693571,0,0,Disagree,Female
R,-32.042804092654,376.30815440989,0,0,Disagree,Female
S,20.37053439504,-156.00230868906,1,1,Agree,Male
P,-2.0907656746408,90.539244420612,0,1,Disagree,Male
Q,-10.742903191942,-104.15888053046,0,1,Disagree,Male
R,21.293436045895,149.65167976806,0,1,Disagree,Male
R,13.020477858382,116.599529099,0,0,Disagree,Female
S,-36.878403703626,-175.15079967172,0,0,Disagree,Female
S,-13.751826103661,-8.0226775845619,0,1,Disagree,Male
R,16.92681852911,-203.4942270189,0,0,Disagree,Female
P,-15.21249596831,318.31101590456,0,1,Disagree,Male
S,34.399558770656,46.402898073384,0,1,Disagree,Male
S,-33.880017358288,-23.447885068808,0,0,Disagree,Female
Q,2.1012318539905,50.910727946046,0,1,Disagree,Male
Q,-7.63903460402,-258.98871202394,0,0,Disagree,Female
P,12.9532932285,100.01792030643,0,0,Disagree,Female
S,-7.5745694332638,141.08804820901,0,1,Disagree,Male
Q,-7.8672369019441,-231.41554669031,0,1,Disagree,Male
P,-21.175152591511,409.17335703698,0,1,Disagree,Male
S,-19.066459972908,-173.17355009409,1,1,Agree,Male
R,-6.2351956354618,260.42431743277,0,1,Disagree,Male
S,0.33384685606409,4.5618732974686,0,1,Disagree,Male
S,-22.257341372435,-32.723149192856,0,0,Disagree,Female
R,-15.244359834233,66.141199839367,0,1,Disagree,Male
R,24.008997604721,198.77368298675,0,0,Disagree,Female
Q,-0.23660042799851,-26.47188066294,0,1,Disagree,Male
S,-42.725920478686,-110.75488057209,1,1,Agree,Male
R,-18.055809122071,482.40854117107,0,1,Disagree,Male
Q,8.5142789676386,-320.965630142,0,1,Disagree,Male
R,4.9215475385643,113.57192312906,0,1,Disagree,Male
P,13.744591674648,107.26851848525,0,0,Disagree,Female
Q,-22.452435701831,-369.97424005483,0,1,Disagree,Male
P,11.513370089006,-7.4339396052222,0,0,Disagree,Female
Q,-5.9188742260071,-169.10966387862,0,1,Disagree,Male
Q,1.460709218616,-46.627019986337,0,1,Disagree,Male
P,31.41256544246,-142.33729721854,0,1,Disagree,Male
P,-1.7138405501441,-21.136740071763,0,1,Disagree,Male
P,19.700959815504,122.51263972256,0,0,Disagree,Female
P,12.007067175585,55.502333850834,0,0,Disagree,Female
P,22.973052836011,87.275516457053,0,1,Disagree,Male
P,20.318354917373,16.4178675606,0,1,Disagree,Male
S,-18.410825807793,-82.759022572431,0,0,Disagree,Female
Q,4.6362040669826,-191.20582552636,0,0,Disagree,Female
R,-44.848484377306,357.45558023241,0,0,Disagree,Female
Q,-7.6030912220492,-194.12430432771,0,0,Disagree,Female
S,-12.209265395631,177.99425610341,1,1,Agree,Male
Q,-14.521804180239,-70.434828079042,0,1,Disagree,Male
R,3.9314612238349,273.88281630905,0,0,Disagree,Female
R,-25.964973810578,182.7055223662,0,1,Disagree,Male
R,16.726786072239,84.681760479082,0,0,Disagree,Female
R,-9.0177015690215,224.05815046376,0,0,Disagree,Female
P,20.626388767095,242.97190997655,0,0,Disagree,Female
S,-25.973189668717,-169.58006743229,1,1,Agree,Male
R,29.701770561143,-46.037800604495,0,0,Disagree,Female
P,-1.7040978794471,131.71842085045,0,1,Disagree,Male
Q,4.9184557464525,-37.388808380994,0,0,Disagree,Female
R,30.12681772333,45.734598182018,0,0,Disagree,Female
P,8.294934109922,15.921578496192,0,0,Disagree,Female
P,5.3434467522164,301.62170655402,0,0,Disagree,Female
R,-22.578440385674,412.04590872398,0,0,Disagree,Female
P,3.8541499631731,101.67168977515,0,1,Disagree,Male
P,9.7398989208694,132.04063629594,0,0,Disagree,Female
R,-70.507558511341,660.63970284939,0,0,Disagree,Female
P,20.516420745066,76.068828753693,0,1,Disagree,Male
S,-13.866268809823,-351.1096732873,1,0,Agree,Female
R,10.014315953951,255.50675271242,0,1,Disagree,Male
Q,-18.232257227987,-144.2786450839,0,0,Disagree,Female
P,-0.29761584349797,297.11919553211,0,1,Disagree,Male
P,-2.7775283180073,191.84498002606,0,1,Disagree,Male
P,3.8239029249288,156.72848807263,0,1,Disagree,Male
Q,-16.54300788955,-54.028472529272,0,1,Disagree,Male
R,-6.9563484750485,183.42408966805,0,0,Disagree,Female
Q,-22.012974554213,-185.60091797942,1,1,Agree,Male
S,15.001577419695,208.16410894793,0,0,Disagree,Female
P,1.3783006204191,256.4480150684,0,0,Disagree,Female
Q,-2.7436808644532,-366.67652434934,0,1,Disagree,Male
Q,0.1683164919579,-78.432273332697,0,1,Disagree,Male
S,-6.5001152467449,61.465290439066,1,1,Agree,Male
P,1.7152802635521,317.61127447365,0,1,Disagree,Male
R,-19.892538526511,500.40013567004,0,0,Disagree,Female
S,25.246021486468,-303.78734146142,0,0,Disagree,Female
Q,2.2722786438057,-306.89793600975,1,0,Agree,Female
Q,-11.931294016974,-253.88106004469,1,1,Agree,Male
Q,-9.8675640504191,-179.65469654121,0,0,Disagree,Female
Q,3.9485645922593,-190.29753351086,0,0,Disagree,Female
Q,-3.3474822493025,-238.69317379673,1,1,Agree,Male
R,-56.490816529603,689.62983197422,0,0,Disagree,Female
R,-57.650538776373,756.1090418017,0,1,Disagree,Male
R,-18.373366618237,87.844087619262,0,0,Disagree,Female
Q,-4.1437102379947,-10.427727056401,0,1,Disagree,Male
Q,-2.1514552301501,-379.23998956487,1,0,Agree,Female
S,-27.819192224098,23.350070675532,0,0,Disagree,Female
R,26.166725569948,293.50721201464,0,1,Disagree,Male
R,-32.812610261986,227.11782053817,0,1,Disagree,Male
S,-30.1238875087,20.249986682204,1,1,Agree,Male
P,1.7925006578641,-140.98280158172,0,0,Disagree,Female
Q,-6.435189104376,-170.71422208087,0,1,Disagree,Male
P,8.6861313938564,262.79167496496,0,0,Disagree,Female
R,5.9020290583847,179.83954213459,0,0,Disagree,Female
Q,1.0255693290502,-94.92264020905,0,1,Disagree,Male
S,-34.650958018215,-68.741258532154,0,1,Disagree,Male
S,-18.753051845707,-425.42362508896,0,1,Disagree,Male
P,26.4891354253,123.54935134228,0,0,Disagree,Female
P,6.5843436669485,-21.570334321154,0,1,Disagree,Male
P,-3.5767131781097,158.81251269198,0,1,Disagree,Male
R,-16.286515090282,432.57648512748,0,0,Disagree,Female
Q,0.25291759066885,-294.10813614871,0,1,Disagree,Male
P,4.0333231086998,170.30987065533,0,1,Disagree,Male
Q,11.954399811548,42.493856518294,0,0,Disagree,Female
R,37.972990788972,-145.908608566,0,0,Disagree,Female
S,-4.181569283447,-179.96133334747,0,0,Disagree,Female
P,30.432762630951,144.55790103393,0,1,Disagree,Male
S,-8.9768815291938,-246.28785324389,1,1,Agree,Male
Q,4.6020539778294,-145.71980031893,0,0,Disagree,Female
R,4.7628688494502,150.43557116689,0,1,Disagree,Male
P,6.319594777338,191.28955564755,0,1,Disagree,Male
Q,-8.9899259759066,-116.12291526754,1,1,Agree,Male
Q,-12.308715060963,-192.53159478378,0,1,Disagree,Male
R,42.458681175233,-104.45311307276,0,1,Disagree,Male
R,46.524157446588,-131.1040848508,0,0,Disagree,Female
P,24.99767340999,-76.610404901025,0,1,Disagree,Male
S,5.6532827651376,-82.680660033916,0,0,Disagree,Female
R,-31.309187195408,286.77276539839,0,0,Disagree,Female
Q,8.7743905492939,-191.40081520677,0,0,Disagree,Female
P,19.810363061172,176.9192989552,0,1,Disagree,Male
S,-35.737487526488,84.017061984175,0,1,Disagree,Male
R,-17.193448189736,320.65437273525,0,1,Disagree,Male
P,-8.1225435184886,240.23781715205,0,1,Disagree,Male
S,14.348558285436,-222.25932997663,1,1,Agree,Male
R,-9.6644148382658,110.69098501405,0,0,Disagree,Female
S,16.047639135759,-249.2472119393,0,0,Disagree,Female
S,8.4312493980076,-318.36328068579,0,1,Disagree,Male
P,21.982733964446,32.67654398348,0,0,Disagree,Female
R,2.9058586479658,233.31336703678,0,0,Disagree,Female
R,-48.049670327944,811.10140569466,0,1,Disagree,Male
R,-32.168635444328,422.97275752806,0,0,Disagree,Female
Q,2.0297358119999,-116.64000730759,0,0,Disagree,Female
Q,-16.24021031253,3.4688955752499,0,0,Disagree,Female
R,-28.407173413507,352.72757046424,0,1,Disagree,Male
R,-32.001539522317,570.97831483417,0,0,Disagree,Female
S,10.344344525758,58.392510039915,1,1,Agree,Male
P,11.01492579608,24.900157246692,0,1,Disagree,Male
P,5.7385832447273,474.53326988944,0,1,Disagree,Male
Q,7.5922617044264,-411.36458371317,0,1,Disagree,Male
R,22.008451669947,-146.34711116941,0,0,Disagree,Female
R,2.3214448519617,-10.720280270428,0,1,Disagree,Male
S,-31.136517752491,-150.30612469199,0,0,Disagree,Female
S,-16.133923401187,86.096019927457,0,1,Disagree,Male
Q,-16.604194104953,-253.87119454465,0,1,Disagree,Male
S,-26.664266070195,-262.70891220249,0,0,Disagree,Female
R,3.7207706881318,287.63229647448,0,1,Disagree,Male
P,0.36598378343786,115.68072741417,0,0,Disagree,Female
S,-57.766013957451,-230.20734761106,1,1,Agree,Male
R,-8.1342853098802,401.75856722508,0,1,Disagree,Male
S,-55.490247075209,7.1136034397006,1,1,Agree,Male
S,-57.854907737046,133.80330526075,0,0,Disagree,Female
